inputUrl,id,username,url,fullName,biography,externalUrls,followersCount,followsCount,hasChannel,highlightReelCount,isBusinessAccount,joinedRecently,businessCategoryName,private,verified,profilePicUrl,profilePicUrlHD,igtvVideoCount,relatedProfiles,latestIgtvVideos,postsCount,latestPosts,fbid
https://www.instagram.com/nebulaastrology,49236946709,nebulaastrology,https://www.instagram.com/nebulaastrology,,,[],4,17,false,0,false,false,,false,false,https://scontent-gig4-2.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_...,https://scontent-gig4-2.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_...,0,[],[],0,[],17841449281274618
